title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,genres,author_followers,no_of_reviews,no_of_books_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
"Blame!, Vol. 2",Tsutomu Nihei,4.29,"1,733 rating","December 16, 1998","On his quest to find the humans possessing Net Terminal Genes, Killy enters Cluster Town, where he comes across a woman who offers help. Her vast knowledge of the power behind this city may prove to be an asset to Killy, as long as he can give her what she needs. But the two will have to work fast, as they attempt to break through to the next sector of the Authority--the massive network that makes up the brain of the city.",224,"['Manga', 'Science Fiction', 'Comics', 'Cyberpunk', 'Graphic Novels', 'Horror', 'Fiction']",594 follower,70 review,166,11 (<1%),56 (3%),223 (12%),564 (32%),879 (50%)
The Iron Man,Ted Hughes,3.89,"11,398 rating","January 1, 1968","Mankind must put a stop to the dreadful destruction caused by the Iron Man. A trap is set for him, but he cannot be kept down. Then, when a terrible monster from outer space threatens to lay waste to the planet, it is the Iron Man who finds a way to save the world.",63,"['Childrens', 'Fiction', 'Science Fiction', 'Fantasy', 'Classics', 'Novels', 'Middle Grade']",665 follower,"1,005 review",339,224 (1%),736 (6%),"2,816 (24%)","3,897 (34%)","3,725 (32%)"
In the Wake of the Sea-Serpents,Bernard Heuvelmans,4.11,63 rating,"January 1, 1958","Pp. 644, 75 black-and-white text-photos, 132 text-figures, 2 maps. Publisher's original blue cloth, lettered in gilt on the spine, original pictorial dust jacket, 8vo. This volume investigates over 500 reported sightings of ""sea-serpents"" over the last 350 years from the Atlantic, Pacific, and Indian oceans. This work was first published in French under the title ""Le Grand Serpent-de-Mer"" in 1965. The work was translated by Rupert Hart-Davis and was first published in English in 1968. This is the first American edition.",645,"['Cryptozoology', 'Nonfiction', 'Science', 'Animals', 'Natural History', 'History', 'Monsters']",15 follower,10 review,30,1 (1%),4 (6%),8 (12%),24 (38%),26 (41%)
Spiel im Morgengrauen,Arthur Schnitzler,3.91,544 rating,"January 1, 1926","Una mañana, el alférez Wilhelm Kasda recibe la visita de un amigo, un ex teniente separado tiempo atrás del servicio por una historia de juego. Desde entonces, acuciado por problemas familiares y cajero de empresa, ha ido sustrayendo pequeñas cantidades de dinero que, poco a poco, han llegado a alcanzar la considerable suma de mil florines. En el momento en que empieza la novela, el ex teniente se encuentra en una situación difícil a causa de una inminente inspección de contabilidad que pondrá al descubierto su desfalco, por lo que solicita la ayuda de su amigo. Ante la imposibilidad de complacerle, el alférez decide jugar casi toda su fortuna a las cartas. Gana. Pero una inesperada jugarreta del destino?un encuentro fortuito, la pérdida del tren de vuelta... ?lo hace sentarse de nuevo a la mesa de juego, que esta vez le depara un trágico desenlace no exento de insospechados concurrentes.",110,"['German Literature', 'Fiction', 'Drama', 'Classics', 'Literature', 'Novella']",461 follower,52 review,"1,100",6 (1%),25 (4%),121 (22%),251 (46%),141 (25%)
Wide Is the Gate,Upton Sinclair,4.33,375 rating,"January 1, 1943","Upton Sinclair’s Pulitzer Prize–winning saga continues as Lanny Budd faces the horrors of Nazi Germany and steps into the fire of the Spanish Civil War Lanny Budd’s dedication to social justice and political action has placed a serious strain on his marriage to his heiress wife, Irma, but as he moves through the 1930s, the international art dealer is unable to turn a blind eye to what is happening in Europe. As the Nazi Party solidifies its power in Germany, Lanny recognizes a golden opportunity to make a difference when his arms dealer father strikes a business agreement with Hermann Göring, Adolf Hitler’s second-in-command.   Robbie Budd’s alliance with the Luftwaffe commander and Lanny’s art world reputation enable the younger Budd to move easily among the Nazi high command and gather valuable information he can transmit back to those who are dedicated to the destruction of Nazism and Fascism. It is a dangerous—albeit necessary—game that Lanny is playing, and it will carry him from Germany to Spain on a life-and-death mission on the eve of the Spanish Civil War.   The fourth installment of an eleven-book series, Wide Is the Gate continues Upton Sinclair’s literary journey through the tumult of the twentieth century. An astonishing mix of history, adventure, and romance, the Lanny Budd Novels are a testament to the breathtaking scope of the author’s vision and his singular talents as a storyteller.",975,"['Historical Fiction', 'Fiction', 'Classics', 'Literature', 'American', 'War', 'World War II']","1,030 follower",30 review,643,3 (<1%),6 (1%),41 (10%),141 (37%),184 (49%)
Baedeker's Amsterdam,Baedeker,4.33,3 rating,"October 26, 1999","Baedeker Amsterdam Baedeker -- the guides to travel with.Now in fully revised editions, Baedeker guides offer today's visitor a tremendous depth and reliability of information Completely updated and revisedCompact guide and foldout map in a clear plastic walletHundreds of full-color photos throughoutDetailed maps and floorplansA-to-Z listings of sights or towns with in-depth reviews and detailed descriptions.Baedeker's original star-rating system.Solid background coverage highlighting history, culture, the economy, the people, and moreUseful practical information, facts and figures, hotel and restaurant listings, and language glossaries.",176,[],185 book,0 review,185,0 (0%),0 (0%),1 (33%),0 (0%),2 (66%)
The Worst Witch At Sea,Jill Murphy,4.03,"2,876 rating","January 1, 1994","Young Mildred Hubble, an apprentice witch with a reputation for being the worst student at Miss Cackle's Academy for Witches, smuggles her cat Tabby on a class trip to Gloomy Cove with unexpected results",112,"['Fantasy', 'Childrens', 'Fiction', 'Witches', 'Magic', 'Middle Grade', 'Boarding School']",313 follower,167 review,135,31 (1%),102 (3%),676 (23%),"1,012 (35%)","1,055 (36%)"
The Collected Stories of Philip K. Dick 2: We Can Remember it for You Wholesale,Philip K. Dick,4.21,"9,120 rating","May 1, 1987","Many thousands of readers consider Philip K. Dick the greatest science fiction mind on any planet. Since his untimely death in 1982, interest in Dick's works has continued to mount and his reputation has been further enhanced by a growing body of critical attention. The Philip K. Dick Award is now given annually to a distinguished work of science fiction, and the Philip K. Dick Society is devoted to the study and promulgation of his works. This collection includes all of the writer's earliest short and medium-length fiction (including some previously unpublished stories) covering the years 1953-1955""A useful acquisition for any serious SF library or collection."" -- Kirkus Reviews""The collected stories of Philip K. Dick is awe inspiring."" -- The Washington Post""More than anyone else in the field, Mr. Dick really puts you inside people's minds."" -- Wall Street Journal
Volume 2/5. Contents:

- The Cookie Lady- Beyond the Door- Prominent Author- We Can Remember it for You Wholesale- Jon's World- The Cosmic Poachers- Progeny- Some Kinds of Life- Martians Come in Clouds- The Commuter- The World She Wanted- A Surface Raid- Project: Earth- The Trouble with Bubbles- Breakfast at Twilight- A Present for Pat- The Hood Maker- Of Withered Apples- Human Is- Adjustment Team- The Impossible Planet- Imposter- James P. Crow- Planet for Transients- Small Town- Souvenir- Survey Team.
Other editions of this volume are titled:- We Can Remember it for You Wholesale and Other Classic Stories [by Citadel],- Second Variety,- Adjustment TeamEditions published by Citadel include ""We can remember..."" instead of ""Second Variety"" into Volume 2.",381,"['Science Fiction', 'Short Stories', 'Fiction', 'Fantasy', 'American', 'Science Fiction Fantasy', 'Anthologies', 'Science Fiction', 'Short Stories', 'Fiction', 'Fantasy', 'American', 'Science Fiction Fantasy', 'Anthologies', 'Science Fiction', 'Short Stories', 'Fiction', 'Fantasy', 'American', 'Science Fiction Fantasy', 'Anthologies']",20.1k follower,276 review,"1,582",27 (<1%),148 (1%),"1,449 (15%)","3,758 (41%)","3,738 (40%)"
Rain,V.C. Andrews,3.85,"6,252 rating","January 1, 2000","Rain already knows how hard life can be. But she is about to discover a shattering secret from the past that will change her future forever...Growing up in the ghettos of Washington, D.C., the cards are stacked against a hardworking dreamer like Rain Arnold. Rain has fought to be the best daughter she can: she studies hard and gets good grades; she helps her mother cook and clean. And unlike her defiant younger sister, she avoids the dangers of the city streets as if her life depends on it...and it does. But Rain can't suppress the feeling that she has never truly fit in, that she is a stranger in her own world.Then one fateful night, Rain overhears something she shouldn't: a heartbreaking revelation from the past, a long-buried secret that is about to change her life in ways she never could have imagined. In the blink of an eye, everything Rain has ever known -- the family she has loved and the familiar place she has called home is left behind, and Rain is sent to live with total strangers, the wealthy Hudson family. But just as she did not belong to the troubled world she was raised in, Rain is also out of place in this realm of luxury and privilege. With nowhere to turn, Rain finds an escape in the theater, inside the walls of an exclusive private school. But will it be enough to fulfill her heart's deepest wish -- and give her a place to call home?",375,"['Fiction', 'Young Adult', 'Horror', 'Romance', 'Chick Lit', 'Thriller', 'Gothic']","8,072 follower",140 review,325,131 (2%),545 (8%),"1,637 (26%)","1,753 (28%)","2,186 (34%)"
Last Call,Tim Powers,4.06,"6,399 rating","April 1, 1992","Set in Las Vegas, Last Call concerns the fate of Scott Crane, former professional gambler, recent widower, blind in one eye--and also the lost natural son of the man who is determined to kill him. In this novel, Crane is forced to resume the high-stakes game of a lifetime--and wager it all.",535,"['Fantasy', 'Fiction', 'Urban Fantasy', 'Science Fiction', 'Horror', 'Science Fiction Fantasy', 'Speculative Fiction']","1,642 follower",527 review,144,116 (1%),299 (4%),"1,180 (18%)","2,324 (36%)","2,480 (38%)"
Killing Mr. Griffin,Lois Duncan,3.62,"11,926 rating","January 1, 1978","Kill their English teacher? Even if Mr. Griffin was the toughest teacher in the school, the one who demanded the most, gave the lowest grades, and refused to turn the classroom into a place where students had 'fun'—there was no reason to kill him. Or was there?Well, Mark suggested, perhaps not kill him—just really frighten him. Kidnap him for a few hours and teach him that students could strike back.No, they never actually intended to kill Mr. Griffin. But sometimes even the best-laid plans go wrong.",223,"['Young Adult', 'Mystery', 'Fiction', 'Horror', 'Thriller', 'Banned Books', 'Suspense']","1,859 follower","1,065 review",70,270 (2%),"1,104 (9%)","4,044 (33%)","3,936 (33%)","2,572 (21%)"
Night Warriors,Graham Masterton,3.76,961 rating,"January 1, 1986","When three strangers, Henry, Susan, and Gil, discover a corpse partially consumed by deadly eels, they have no way of knowing that it will lead to a confrontation with the devil",416,"['Horror', 'Fantasy', 'Fiction', 'Mystery', 'Urban Fantasy', 'Collections', 'Pulp']","1,756 follower",61 review,355,25 (2%),88 (9%),264 (27%),303 (31%),281 (29%)
Independence Day,Richard Ford,3.86,"16,084 rating","January 1, 1995","A visionary account of American life--and the long-awaited sequel to one of the most celebrated novels of the past decade--Independence Day reveals a man and our country with unflinching comedy and the specter of hope and even permanence, all of which Richard Ford evokes with a keen intelligence, perfect emotional pitch, and a voice invested with absolute authority.",464,"['Fiction', 'Literature', 'Novels', 'American', 'Literary Fiction', 'Contemporary', 'Classics']","1,513 follower",891 review,268,474 (2%),"1,192 (7%)","3,480 (21%)","5,967 (37%)","4,971 (30%)"
Animal-Speak: The Spiritual & Magical Powers of Creatures Great & Small,Ted Andrews,4.24,"11,599 rating","September 1, 1996","Open your heart and mind to the wisdom of the animal world.Animal Speak provides techniques for recognizing and interpreting the signs and omens of nature. Meet and work with animals as totems and spirit guides by learning the language of their behaviors within the physical world.Animal Speak shows you how to:Identify, meet, and attune to your spirit animalsDiscover the power and spiritual significance of more than 100 different animals, birds, insects, and reptilesCall upon the protective powers of your animal totemCreate and use five magical animal rites, including shapeshifting and sacred danceThis beloved, bestselling guide has become a classic reference for anyone wishing to forge a spiritual connection with the majesty and mystery of the animal world.",400,"['Spirituality', 'Nonfiction', 'Animals', 'Paganism', 'Reference', 'New Age', 'Nature']",213 follower,256 review,120,236 (2%),431 (3%),"1,659 (14%)","3,293 (28%)","5,980 (51%)"
Can You Drink the Cup?,Henri J.M. Nouwen,4.26,"1,667 rating","January 1, 1996","The last book published before Nouwen's death in 1996, Can You Drink the Cup? has been translated into ten languages and sold more than 135,000 copies. Exploring the deep spiritual impact of the question Jesus asked his friends James and John, Nouwen reflects upon the metaphor of the cup, using the images of holding, lifting, and drinking to articulate the basics of the spiritual life.",123,"['Spirituality', 'Christian', 'Theology', 'Nonfiction', 'Religion', 'Christianity', 'Faith', 'Spirituality', 'Christian', 'Theology', 'Nonfiction', 'Religion', 'Christianity', 'Faith', 'Spirituality', 'Christian', 'Theology', 'Nonfiction', 'Religion', 'Christianity', 'Faith']","1,837 follower",163 review,345,11 (<1%),32 (1%),246 (14%),596 (35%),782 (46%)
The Colour of Memory,Geoff Dyer,3.84,566 rating,"January 1, 1990","'In the race to be first in describing the lost generation of the 1980s, Geoff Dyer in THE COLOUR OF MEMORY leads past the winning post. ""We're not lost"" one of his hero's friend's says, ""we're virtually extinct"". It is a small world in Brixton that Dyer commemorates, of council flat and instant wasteland, of living on the dole and the scrounge, of mugging, which is merely begging by force, and of listening to Callas and Coltrane. It is the nostalgia of the DHSS Bohemians, the children of unsocial security, in an urban landscape of debris and wreckage. Not since Colin MacInnes's CITY OF SPADES and ABSOLUTE BEGINNERS thirty years ago has a novel stuck a flick-knife so accurately into the young and marginal city. A low-keyed style and laconic wit touch up THE COLOUR OF MEMORY' THE TIMES",254,"['Fiction', 'Contemporary', 'British Literature', 'Novels', 'Literature']",838 follower,56 review,109,13 (2%),30 (5%),138 (24%),236 (41%),149 (26%)
Freckle Juice,Judy Blume,3.84,"45,110 rating","July 1, 1978","Nicky has freckles: they cover his face, his ears, and the whole back of his neck. Sitting behind him in class, Andrew once counted eighty-six of them, and that was just a start! If Andrew had freckles like Nicky, his mother would never know if his neck was dirty.One day after school, Andrew works up enough courage to ask Nicky where he got his freckles. When know-it-all Sharon overhears, she offers Andrew her secret freckle juice recipe for fifty cents. It's a lot of money, but Andrew is desperate. At home he carefully mixes the strange combination of ingredients. Then the unexpected happens...",40,"['Childrens', 'Fiction', 'Young Adult', 'Middle Grade', 'Realistic Fiction', 'Chapter Books', 'Humor']",10.8k follower,"1,129 review",192,925 (2%),"2,935 (6%)","12,913 (28%)","13,887 (30%)","14,450 (32%)"
Disney's Mulan Classic Storybook,Lisa Ann Marsoli,4.51,"1,339 rating","July 25, 1998","Based on a Chinese folktale, a young girl dresses up like a boy and goes off to battle in order to keep her elderly father safe at home. Along the way she meets a cast of unforgettable characters who teach her all about acceptance and self-respect. Full color.",95,"['Childrens', 'Picture Books', 'Comic Book', 'History', 'Princesses', 'Media Tie In', 'Childrens', 'Picture Books', 'Comic Book', 'History', 'Princesses', 'Media Tie In', 'Childrens', 'Picture Books', 'Comic Book', 'History', 'Princesses', 'Media Tie In']",10 follower,30 review,178,10 (<1%),26 (1%),150 (11%),234 (17%),919 (68%)
The Last Days According to Jesus,R.C. Sproul,4.05,858 rating,"September 10, 1998",Analyzes what Jesus said about when he would return and the last days would arrive (as in Matthew 24:34). Defends the trustworthiness of Jesus' teachings.,253,"['Theology', 'Christian', 'Nonfiction', 'Religion', 'Christianity', 'Spirituality', 'Christian Living']","1,711 follower",117 review,599,12 (1%),36 (4%),172 (20%),314 (36%),324 (37%)
Between the Rivers,Harry Turtledove,3.62,356 rating,"January 1, 1998","At the sun-drenched dawn of human history, in the great plain between the two great rivers, are the cities of men. And each city is ruled by its god.But the god of the city of Gibil is lazy and has let the men of his city develop the habit of thinking for themselves. Now the men of Gibil have begun to devise arithmetic, and commerce, and are sending expeditions to trade with other lands.They're starting to think that perhaps men needn't always be subject to the whims of gods. This has the other god worried.And well they might be...because human cleverness, once awakened, isn't likely to be easily squelched.",416,"['Fantasy', 'Fiction', 'Historical Fiction', 'Alternate History', 'Science Fiction', 'Historical Fantasy', 'Sword and Sorcery']","1,781 follower",27 review,504,5 (1%),32 (8%),132 (37%),112 (31%),75 (21%)
One-Dimensional Man: Studies in the Ideology of Advanced Industrial Society,Herbert Marcuse,3.98,"6,761 rating","January 1, 1964","Originally published in 1964, One-Dimensional Man quickly became one of the most important texts in the ensuing decade of radical political change. This second edition, newly introduced by Marcuse scholar Douglas Kellner, presents Marcuse's best-selling work to another generation of readers in the context of contemporary events.",260,"['Philosophy', 'Nonfiction', 'Politics', 'Sociology', 'Theory', 'Psychology', 'History', 'Philosophy', 'Nonfiction', 'Politics', 'Sociology', 'Theory', 'Psychology', 'History', 'Philosophy', 'Nonfiction', 'Politics', 'Sociology', 'Theory', 'Psychology', 'History']",539 follower,372 review,220,163 (2%),372 (5%),"1,352 (19%)","2,428 (35%)","2,446 (36%)"
Sunrunner's Fire,Melanie Rawn,4.11,"8,974 rating","January 1, 1990","It began with the discovery of the star scroll—the last repository of forgotten spells of sorcery, the only surviving record of the ancient foe who in times past had nearly destroyed the Sunrunners and their magic. Now, as Andry, the new Sunrunner Lord of Goddess Keep, begins to master this potentially deadly knowledge, while Pol, son of High Prince Rohan, seeks to touch the minds of dragons, the long-vanquished enemy is mobilizing to strike again, drawing on forbidden lore to play an ever-shifting game of treachery and betrayal—and secretly infiltrating even the most strongly protected of citadels. And soon, Pol, Andry, Rohan, his Sunrunner wife Sioned, and all whom they hold dear will find it hard to tell friend from foe as spell wars threaten the devastate the land—and dragons soar the skies, inexorably lured by magic’s fiery call….",496,"['Fantasy', 'Fiction', 'Dragons', 'Science Fiction Fantasy', 'Epic Fantasy', 'High Fantasy', 'Romance']","1,174 follower",114 review,69,85 (<1%),303 (3%),"1,773 (19%)","3,178 (35%)","3,635 (40%)"
A Change of Climate,Hilary Mantel,3.88,"2,842 rating","January 1, 1994","Set in both the windswept countryside of Norfolk and the violent townships of South Africa, this is a story of what happens when trust is broken, secrets become buried and lives torn apart.",342,"['Fiction', 'Historical Fiction', 'Africa', 'Literary Fiction', 'Literature', 'British Literature', 'Contemporary']","7,099 follower",302 review,108,39 (1%),125 (4%),699 (24%),"1,260 (44%)",719 (25%)
The Ghost of Opalina,Peggy Bacon,4.60,184 rating,"January 1, 1967","A ghost cat tells three children, the latest inhabitants of an old house, all about the people who passed through and the events which took place in the house during her previous eight lives.",243,"['Fantasy', 'Fiction', 'Childrens', 'Animals', 'Young Adult', 'Cats', 'Middle Grade']",4 follower,40 review,65,0 (0%),1 (<1%),12 (6%),47 (25%),124 (67%)
La morte nell'anima,Jean-Paul Sartre,3.89,"2,460 rating","January 1, 1949","I nazisti occupano Parigi, l'esercito francese è in rotta, la Francia, sbandata, sembra destinata a scomparire dalla carta geografica, inglobata in un Europa dominata da Hitler. Tutti si trovano improvvisamente a dover scegliere tra la vita e la morte, tra la degradazione e l'eroismo. Ne ""La morte dell'anima"" Jean-Paul Sartre delinea il percorso di un gruppo di intellettuali, tra cui emerge simbolicamente la figura di Mathieu. Professore di filosofia coinvolto suo malgrado nella guerra, estraneo alla sua logica così com'era stato estraneo ai valori di quella Francia che la guerra aveva voluto, Mathieu osserva con impotente lucidità la propria disperazione, lo sfacelo umano dei suoi compagni, incerto tra la pietà e il disgusto. E' un'isolata azione di guerra, a pochi giorni dall'armistizio, a dargli l'occasione del suo riscatto: dall'alto di un campanile, Mathieu, rischiando la vita, spara sui nazisti. Può così finalmente saldare il conto con se stesso, ribellarsi contro la propria impotenza e contro l'ipocrisia della società in cui aveva vissuto. Sono 15 minuti di resistenza, di rivolta, di libertà: ""un'immensa rivincita"".",364,"['Fiction', 'Philosophy', 'France', 'Literature', 'French Literature', 'Classics', 'Novels', 'Fiction', 'Philosophy', 'France', 'Literature', 'French Literature', 'Classics', 'Novels', 'Fiction', 'Philosophy', 'France', 'Literature', 'French Literature', 'Classics', 'Novels']",11.1k follower,140 review,"1,186",30 (1%),119 (4%),612 (24%),"1,018 (41%)",681 (27%)
Numbers in the Dark and Other Stories,Italo Calvino,3.95,"2,715 rating","January 1, 1993","For the first time in paperback--a volume of thirty-seven diabolically inventive stories, fables, and ""impossible interviews"" from one of the great fantasists of the 20th century, displaying the full breadth of his vision and wit.  Written between 1943 and 1984 and masterfully translated by Tim Parks, the fictions in Numbers in the Dark display all of Calvino's dazzling whimsy and horror, exuberance of style, and a cheerful grasp of the absurdities of the human condition.",288,"['Short Stories', 'Fiction', 'Italian Literature', 'Literature', 'Italy', '20th Century', 'Literary Fiction', 'Short Stories', 'Fiction', 'Italian Literature', 'Literature', 'Italy', '20th Century', 'Literary Fiction', 'Short Stories', 'Fiction', 'Italian Literature', 'Literature', 'Italy', '20th Century', 'Literary Fiction']","7,826 follower",174 review,479,19 (<1%),108 (3%),661 (24%),"1,119 (41%)",808 (29%)
A Course in Miracles,Foundation for Inner Peace,4.18,"32,195 rating","January 1, 1976","This landmark guide to modern spirituality is as relevant now as when it was first published in 1975.Featuring an updated text split into three volumes - Text, Workbook for Students & Manual for Teachers - this thought-provoking and informative book includes universal spiritual themes that will help you to achieve dramatic, lasting results in every aspect of your life.By following the self-study programme, you will learn to develop a constant state of happiness and peace though the application of its principles. __________'I love it. Will make you see the world differently' - 5* reader review'This book can and will change your life' - 5* reader review 'Anyone who has ever sensed that pull against the ego for a greater understanding and meaning to life, will feel blessed to have discovered this great work.' - 5* reader review ",1312,"['Spirituality', 'Nonfiction', 'Self Help', 'Philosophy', 'Religion', 'Personal Development', 'Psychology', 'Spirituality', 'Nonfiction', 'Self Help', 'Philosophy', 'Religion', 'Personal Development', 'Psychology', 'Spirituality', 'Nonfiction', 'Self Help', 'Philosophy', 'Religion', 'Personal Development', 'Psychology']",207 follower,689 review,65,"1,204 (3%)","1,601 (4%)","4,688 (14%)","7,249 (22%)","17,453 (54%)"
Winter Is Not Forever,Janette Oke,4.11,"3,769 rating","January 1, 1988","As graduation nears, Josh Jones worries that he is the only member of his class not to know what he wants to do with his life",218,"['Christian Fiction', 'Christian', 'Historical Fiction', 'Fiction', 'Romance', 'Christian Romance', 'Historical']","3,023 follower",134 review,296,30 (<1%),129 (3%),789 (20%),"1,251 (33%)","1,570 (41%)"
Pilgrim at Sea,Pär Lagerkvist,3.80,353 rating,"January 1, 1962","Benché il successo di Barabba e il Premio Nobel nei 1951 l’avessero fatto conoscere al grande pubblico anche italiano, Pär Lagerkvist è stato in seguito quasi dimenticato; lasciato in disparte dai flussi delle mode. Ma la scarna semplicità della sua lingua, la linearità delle narrazioni, la capacità di costruire sto­rie che, come Misteri medievali, hanno per soggetto le avventure dell’anima e per teatro lo spazio fra la terra e il cielo, pongono Lagerkvist nel numero dei «classici» per i quali giunge, prima o poi, il momento della rilettura. Due storie si intrecciano in Pellegrino sul mare: quella di Tobias, che parte per la Terra Santa imbarcandosi su una nave pirata, e quella di Giovanni, il vecchio marinaio che da anni percorre il mare perseguitato dal doloroso ricordo di una pas­sione impossibile. Ma esiste la Terra Santa? Esiste una pace, una fede che giustifichi la nostra vita? Esi­ste l’amore perfetto? Sullo sfondo della violenza e della brutalità della vita di bordo e dell’inquieta e indifferente presenza del mare, nessuna risposta è possibile. È l’assenza la condizione umana, la sepa­razione, la mancanza, come testimonia il medaglione vuoto che i personaggi di Lagerkvist si passano da un romanzo all’altro. I suoi ebrei erranti, le sue sibille, i vagabondi ricercatori di Dio e della verità, portano sempre dentro di sé quella nostalgia per una patria mai avuta e quella tensione verso un’improbabile terra promessa che sono nel fondo di tutti.",116,"['Fiction', 'Classics', 'Literature', 'Scandinavian Literature', 'Sweden', 'Nobel Prize', 'Swedish Literature', 'Fiction', 'Classics', 'Literature', 'Scandinavian Literature', 'Sweden', 'Nobel Prize', 'Swedish Literature', 'Fiction', 'Classics', 'Literature', 'Scandinavian Literature', 'Sweden', 'Nobel Prize', 'Swedish Literature']",285 follower,31 review,151,2 (<1%),20 (5%),113 (32%),130 (36%),88 (24%)
جيوب مثقلة بالحجارة ورواية لم تكتب بعد,Virginia Woolf,3.37,747 rating,"January 1, 1920",ﺷﺮﻭﺣﺎﺕ ﻭﺭﻭﺍﻳﺔ ﻟﻢ ﺗﻜﺘﺐ ﺑﻌﺪ,157,"['Short Stories', 'Novels', 'Fiction', 'Classics', 'English Literature', 'Literature', 'Audiobook', 'Short Stories', 'Novels', 'Fiction', 'Classics', 'English Literature', 'Literature', 'Audiobook', 'Short Stories', 'Novels', 'Fiction', 'Classics', 'English Literature', 'Literature', 'Audiobook', 'Short Stories', 'Novels', 'Fiction', 'Classics', 'English Literature', 'Literature', 'Audiobook', 'Short Stories', 'Novels', 'Fiction', 'Classics', 'English Literature', 'Literature', 'Audiobook']",24.1k follower,142 review,"1,373",35 (4%),102 (13%),259 (34%),253 (33%),98 (13%)
The Collected Short Stories,Jeffrey Archer,3.94,"2,536 rating","November 3, 1997","Collected together in one volume, the complete short stories of Britain's bestselling author, 'the greatest storyteller of our age' -- Mail on Sunday. Millions of readers around the world have relished Jeffrey Archer's short stories. His first collection, A Quiver Full of Arrows, was acclaimed by The Times as 'stylish, witty and entertaining...Jeffrey Archer has a natural aptitude for short stories.' Publishers Weekly wrote: 'Somerset Maugham never penned anything so swift or urbanely witty as this.' Of his second collection, A Twist in the Tale, the New York Times said: 'Jeffrey Archer plays a subtle cat-and-mouse game with the reader in twelve original stories that end, more often than not, with our collective whiskers twitching in surprise', and The Times concluded that it was 'certain to delight his many fans'. His third, Twelve Red Herrings, was described by the Daily Express as 'outstanding...white-knuckle suspense and witty denouements', and by the Daily Mail as 'an exemplary collection of short stories'. These thirty-six stories show Jeffrey Archer at the peak of his form. His mastery of characterisation and suspense, combined with a gift for the unexpected plot twist, demonstrate why he is Britain's bestselling author, and will provide a feast of entertainment for readers old and new.",710,"['Fiction', 'Short Stories', 'Thriller', 'Mystery', 'Modern', 'Drama', 'Contemporary']",11.2k follower,84 review,379,26 (1%),105 (4%),607 (23%),"1,056 (41%)",742 (29%)
The Enormous Crocodile,Roald Dahl,3.78,"21,387 rating","January 1, 1978","The Enormous Crocodile is incredibly hungry-and incredibly greedy. His favorite meal is a plump, juicy little child, and he intends to gobble up as many of them as he can! But when the other animals in the jungle join together to put an end to his nasty schemes, the Enormous Crocodile learns a lesson he won't soon forget. Dahl's wicked humor is as delightful as ever in this new, larger edition of a hilarious favorite.  Illustrated by Quentin Blake.",32,"['Childrens', 'Fiction', 'Picture Books', 'Fantasy', 'Animals', 'Middle Grade', 'Classics', 'Childrens', 'Fiction', 'Picture Books', 'Fantasy', 'Animals', 'Middle Grade', 'Classics', 'Childrens', 'Fiction', 'Picture Books', 'Fantasy', 'Animals', 'Middle Grade', 'Classics']",24.6k follower,"1,071 review","1,432",313 (1%),"1,506 (7%)","6,678 (31%)","6,964 (32%)","5,926 (27%)"
The Illusion,K.A. Applegate,3.97,"2,933 rating","September 1, 1999","Tobias, the other Animorphs, and Ax already have a few problems: saving the world, keeping their identities secret, finishing their homework. Now they have one more thing to add to the list. The Yeerks have discovered a way to cause a person to demorph. And with this new device Visser Three plans on capturing ""the Andalite bandits.""Now what? The Animorphs and Ax realize they have to get rid of the device—or be captured by the Yeerks. And the risk of getting caught is very high. That's when Tobias comes up with the only possible plan. Someone has to acquire Ax. . . .",156,"['Science Fiction', 'Young Adult', 'Fiction', 'Childrens', 'Fantasy', 'Middle Grade', 'Aliens', 'Science Fiction', 'Young Adult', 'Fiction', 'Childrens', 'Fantasy', 'Middle Grade', 'Aliens', 'Science Fiction', 'Young Adult', 'Fiction', 'Childrens', 'Fantasy', 'Middle Grade', 'Aliens']",361 follower,145 review,254,24 (<1%),156 (5%),736 (25%),974 (33%),"1,043 (35%)"
