title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,genres,author_followers,no_of_reviews,no_of_books_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
The Complete Poems 1927-1979,Elizabeth Bishop,4.20,"12,773 rating","January 1, 1980","Elizabeth Bishop was vehement about her art--a perfectionist who didn't want to be seen as a ""woman poet."" In 1977, two years before her death she wrote, ""art is art and to separate writings, paintings, musical compositions, etc., into two sexes is to emphasize values in them that are not art."" She also deeply distrusted the dominant mode of modern poetry, one practiced with such detached passion by her friend Robert Lowell, the confessional.  Bishop was unforgiving of fashion and limited ways of seeing and feeling, but cast an even more trenchant eye on her own work. One wishes this volume were thicker, though the perfections within mark the rightness of her approach. The poems are sublimely controlled, fraught with word play, fierce moral vision (see her caustic ballad on Ezra Pound, ""Visits to St. Elizabeths""), and reticence. From the surreal sorrow of the early ""Man-Moth"" (leaping off from a typo she had come across for ""mammoth""), about a lonely monster who rarely emerges from ""the pale subways of cement he calls his home,"" to the beauty of her villanelle ""One Art"" (with its repeated ""the art of losing isn't hard to master""), the poet wittily explores distance and desolation, separation and sorrow.",287,"['Poetry', 'Classics', 'American', 'Literature', 'Fiction', '20th Century', 'Queer']",556 follower,379 review,128,245 (1%),480 (3%),"1,965 (15%)","3,814 (29%)","6,269 (49%)"
The Night in Lisbon,Erich Maria Remarque,4.31,"20,056 rating","January 1, 1962","History and fate collide as the Nazis rise to power in The Night in Lisbon, a classic tale of survival from the renowned author of All Quiet on the Western Front.   With the world slowly sliding into war, it is crucial that enemies of the Reich flee Europe at once. But so many routes are closed, and so much money is needed. Then one night in Lisbon, as a poor young refugee gazes hungrily at a boat bound for America, a stranger approaches him with two tickets and a story to tell.   It is a harrowing tale of bravery and butchery, daring and death, in which the price of love is beyond measure and the legacy of evil is infinite. As the refugee listens spellbound to the desperate teller, in a matter of hours the two form a unique and unshakable bond—one that will last all their lives.",272,"['Fiction', 'Classics', 'Historical Fiction', 'War', 'German Literature', 'Novels', 'Germany', 'Fiction', 'Classics', 'Historical Fiction', 'War', 'German Literature', 'Novels', 'Germany', 'Fiction', 'Classics', 'Historical Fiction', 'War', 'German Literature', 'Novels', 'Germany']","5,247 follower","1,294 review",119,65 (<1%),416 (2%),"2,575 (12%)","7,156 (35%)","9,844 (49%)"
Kate Vaiden,Reynolds Price,3.90,"1,523 rating","June 23, 1986","0ne of the most feisty, spellbinding and engaging heroines in modern fiction captures the essence of her own life in this contemporary American odyssey born of red-clay land and small-town people. We meet Kate at a crucial moment in middle age when she begins to yearn to see the son she abandoned when she was seventeen. But if she decides to seek him, will he understand her? Winner of the National Book Critics Circle Award, Kate Vaiden is a penetrating psychological portrait of an ordinary woman in extraordinary circumstances, a story as joyous, tragic, comic and compelling as life itself.",306,"['Fiction', 'Southern', 'Book Club', 'Literary Fiction', 'Historical Fiction', 'Novels', 'Literature']",110 follower,140 review,153,19 (1%),89 (5%),358 (23%),620 (40%),437 (28%)
Son of the Shadows,Juliet Marillier,4.33,"31,848 rating","September 1, 2000","After years of comparative peace, darkness has fallen upon Ulster. Trouble is brewing and even those in the heart of the forest are not safe. Niamh, elder daughter of Sorcha, is required to make a strategic marriage, while her sister Liadan, who has the gift of Sight and her mother’s talent for healing, finds herself drawn into the shadowy world of the Painted Man and his warrior band. There Liadan begins a journey that is to transform her life.",608,"['Fantasy', 'Romance', 'Historical Fiction', 'Fiction', 'Historical', 'Magic', 'Historical Fantasy']",11.2k follower,"1,713 review",75,168 (<1%),624 (1%),"3,979 (12%)","10,787 (33%)","16,290 (51%)"
When Christ and His Saints Slept,Sharon Kay Penman,4.26,"16,484 rating","January 1, 1994","A.D. 1135. As church bells tolled for the death of England's King Henry I, his barons faced the unwelcome prospect of being ruled by a woman: Henry's beautiful daughter Maude, Countess of Anjou. But before Maude could claim her throne, her cousin Stephen seized it. In their long and bitter struggle, all of England bled and burned.Sharon Kay Penman's magnificent fifth novel summons to life a spectacular medieval tragedy whose unfolding breaks the heart even as it prepares the way for splendors to come—the glorious age of Eleanor of Aquitaine and the Plantagenets that would soon illumine the world.",784,"['Historical Fiction', 'Fiction', 'Historical', 'Medieval', 'British Literature', '12th Century', 'Plantagenet']","3,856 follower","1,003 review",36,250 (1%),425 (2%),"2,107 (12%)","5,761 (34%)","7,941 (48%)"
A High Wind in Jamaica,Richard Hughes,3.77,"9,862 rating","January 1, 1929","New edition of a classic adventure novel and one of the most startling, highly praised stories in English literature - a brilliant chronicle of two sensitive children's violent voyage from innocence to experience.After a terrible hurricane levels their Jamaican estate, the Bas-Thorntons decide to send their children back to the safety and comfort of England. On the way their ship is set upon by pirates, and the children are accidentally transferred to the pirate vessel. Jonsen, the well-meaning pirate captain, doesn't know how to dispose of his new cargo, while the children adjust with surprising ease to their new life. As this strange company drifts around the Caribbean, events turn more frightening and the pirates find themselves increasingly incriminated by the children's fates. The most shocking betrayal, however, will take place only after the return to civilization.The swift, almost hallucinatory action of Hughes's novel, together with its provocative insight into the psychology of children, made it a best seller when it was first published in 1929 and has since established it as a classic of twentieth-century literature - an unequaled exploration of the nature, and limits, of innocence.",279,"['Fiction', 'Classics', 'Historical Fiction', 'Adventure', 'Novels', 'Literature', 'British Literature']",74 follower,"1,075 review",235,293 (2%),783 (7%),"2,536 (25%)","3,579 (36%)","2,671 (27%)"
The Bronze Horseman,Paullina Simons,4.30,"85,864 rating","July 17, 2000","Librarian note: alternate covers for this edition can be found here and here and here.During the summer of 1941 the Metanov family are living a hard life in Leningrad. As the German armies advance their future looks bleak. For Tatiana, love arrives in the guise of Alexander, who harbours a deadly and extraordinary secret.",637,"['Historical Fiction', 'Romance', 'Historical', 'Historical Romance', 'Fiction', 'War', 'Russia']","4,900 follower","9,128 review",41,"2,205 (2%)","3,927 (4%)","9,503 (11%)","20,720 (24%)","49,509 (57%)"
The Unnamable,Samuel Beckett,4.00,"2,862 rating","January 1, 1953","The Unnamable consists entirely of a disjointed monologue from the perspective of an unnamed (presumably unnamable) and immobile protagonist. There is no concrete plot or setting - and whether the other characters (""Mahood"" (formerly ""Basil"") and ""Worm"") actually exist or whether they are facets of the narrator himself is debatable. The protagonist also claims authorship of the main characters in the two previous novels of the Trilogy and Beckett's earlier novels Murphy, Mercier and Camier, and Watt. The novel is a mix of recollections and existential musings on the part of its narrator, many of which pertain specifically to the possibility that the narrator is constructed by the language he speaks. Other 'characters' (a stretch to call them distinctly different than the narrator) serve as the passive recipient of the dialogue and in many places (as the narrator suggests) the dialogue's genesis. The novel builds in its despairing tone until the ending, which consists mainly of very long run-on sentences. It closes with the phrase ""I can't go on, I'll go on,"" which was later used as the title of an anthology of Beckett works.The Unnamable is a 1953 novel by Samuel Beckett. It is the third and final entry in Beckett's ""Trilogy"" of novels, which begins with Molloy followed by Malone Dies. It was originally published in French as L'Innommable and later translated by the author into English. Grove Press published the English edition in 1958.",186,"['Fiction', 'Classics', 'Irish Literature', 'Ireland', 'Literature', 'Novels', '20th Century']","5,806 follower",364 review,706,100 (3%),199 (6%),523 (18%),819 (28%),"1,221 (42%)"
The Tommyknockers,Stephen King,3.59,"151,686 rating","November 10, 1987","
Librarian's Note: This is alternate cover edition #2ISBN 10: 0451156609ISBN13: 9780451156600
See: Original Record HereLate Last Night and the Night Before ...... Tommyknockers, tommyknockers, knocking at the door.Something was happening in Bobbi Anderson's idyllic small town of Haven, Maine. Something that gave every man, woman, and child in town powers far beyond ordinary mortals. Something that turned the town into a death trap for all outsiders. Something that came from a metal object, buried for millennia, that Bobbi accidentally stumbled across. It wasn't that Bobbi and the other good folks of Haven had sold their souls to reap the rewards of the most deadly evil this side of hell. It was more like a diabolical takeover...an invasion of body and soul--and mind....Note: All information herein, such as number of pages, publisher, etc., refer to this alternate cover edition and may or may not coincide with the main entry for this ISBN or any other alternate covers.~",747,"['Horror', 'Fiction', 'Science Fiction', 'Thriller', 'Fantasy', 'Aliens', 'Supernatural']",841k follower,"3,869 review","2,519","5,902 (3%)","17,135 (11%)","46,509 (30%)","45,286 (29%)","36,854 (24%)"
The Professor's House,Willa Cather,3.77,"9,163 rating","January 1, 1925","On the eve of his move to a new, more desirable residence, Professor Godfrey St. Peter finds himself in the shabby study of his former home. Surrounded by the comforting, familiar sights of his past, he surveys his life and the people he has loved — his wife Lillian, his daughters, and Tom Outland, his most outstanding student and once, his son-in-law to be. Enigmatic and courageous—and a tragic victim of the Great War — Tom has remained a source of inspiration to the professor. But he has also left behind him a troubling legacy which has brought betrayal and fracture to the women he loves most.",288,"['Fiction', 'Classics', 'Literature', 'American', 'Novels', 'Literary Fiction', 'School', 'Fiction', 'Classics', 'Literature', 'American', 'Novels', 'Literary Fiction', 'School', 'Fiction', 'Classics', 'Literature', 'American', 'Novels', 'Literary Fiction', 'School']","2,285 follower",843 review,709,204 (2%),621 (6%),"2,518 (27%)","3,583 (39%)","2,237 (24%)"
Strawberry Girl,Lois Lenski,3.88,"13,308 rating","January 1, 1945","The land was theirs, but so were its hardshipsStrawberries -- big, ripe, and juicy. Ten-year-old Birdie Boyer can hardly wait to start picking them. But her family has just moved to the Florida backwoods, and they haven′t even begun their planting. ""Don′t count your biddies ′fore they′re hatched, gal young un!"" her father tells her.Making the new farm prosper is not easy. There is heat to suffer through, and droughts, and cold snaps. And, perhaps most worrisome of all for the Boyers, there are rowdy neighbors, just itching to start a feud.",208,"['Historical Fiction', 'Childrens', 'Fiction', 'Classics', 'Middle Grade', 'Young Adult', 'Historical']",172 follower,698 review,219,270 (2%),853 (6%),"3,444 (25%)","4,366 (32%)","4,375 (32%)"
Wild Magic,Tamora Pierce,4.31,"79,592 rating","December 1, 1992","Young Daine's knack with horses gets her a job helping the royal horsemistress drive a herd of ponies to Tortall. Soon it becomes clear that Daine's talent, as much as she struggles to hide it, is downright magical. Horses and other animals not only obey, but listen to her words. Daine, though, will have to learn to trust humans before she can come to terms with her powers, her past, and herself.",362,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Young Adult Fantasy', 'Adventure', 'High Fantasy']",84k follower,"2,525 review",141,875 (1%),"1,921 (2%)","10,263 (12%)","24,926 (31%)","41,607 (52%)"
The Lost World,Michael Crichton,3.85,"153,772 rating","October 5, 1995","It is now six years since the secret disaster at Jurassic Park, six years since the extraordinary dream of science and imagination came to a crashing end—the dinosaurs destroyed, the park dismantled, the island indefinitely closed to the public. There are rumors that something has survived....",448,"['Science Fiction', 'Fiction', 'Thriller', 'Adventure', 'Horror', 'Fantasy', 'Dinosaurs']",17.3k follower,"5,805 review",205,"2,041 (1%)","9,611 (6%)","41,334 (26%)","57,805 (37%)","42,981 (27%)"
Julie of the Wolves,Jean Craighead George,3.83,"59,509 rating","January 1, 1972","Alone and lost—on the North Slope of AlaskaMiyax rebels against a home situation she finds intolerable. She runs away toward San Francisco, toward her pen pal, who calls her Julie. But soon Miyax is lost in the Alaskan wilderness, without food, without even a compass. Slowly she is accepted by a pack of Arctic wolves, and she comes to love them as though they were her brothers. With their help, and drawing on her father’s training, she struggles day by day to survive. In the process, she is forced to rethink her past, and to define for herself the traditional riches of Eskimo life: intelligence, fearlessness, and love.",176,"['Fiction', 'Young Adult', 'Childrens', 'Classics', 'Historical Fiction', 'Middle Grade', 'Adventure', 'Fiction', 'Young Adult', 'Childrens', 'Classics', 'Historical Fiction', 'Middle Grade', 'Adventure', 'Fiction', 'Young Adult', 'Childrens', 'Classics', 'Historical Fiction', 'Middle Grade', 'Adventure']","1,185 follower","2,075 review",191,"1,445 (2%)","4,017 (6%)","15,528 (26%)","20,752 (34%)","17,767 (29%)"
The Physician,Noah Gordon,4.40,"51,187 rating","August 7, 1986","In the 11th century, Rob Cole left poor, disease-ridden London to make his way across the land, hustling, juggling, peddling cures to the sick—and discovering the mystical ways of healing. It was on his travels that he found his own very real gift for healing—a gift that urged him on to become a doctor. So all consuming was his dream, that he made the perilous, unheard-of journey to Persia, to its Arab universities where he would undertake a transformation that would shape his destiny forever.",714,"['Historical Fiction', 'Fiction', 'Historical', 'Medieval', 'Adventure', 'Medicine', 'Classics']","1,052 follower","2,771 review",65,373 (<1%),"1,051 (2%)","4,916 (9%)","16,166 (31%)","28,681 (56%)"
The Day of the Scorpion,Paul Scott,4.28,"1,646 rating","January 1, 1968","In The Day of the Scorpion, Scott draws us deeper in to his epic of India at the close of World War II. With force and subtlety, he recreates both private ambition and perversity, and the politics of an entire subcontinent at a turning point in history. As the scorpion, encircled by a ring of fire, will sting itself to death, so does the British raj hasten its own destruction when threatened by the flames of Indian independence. Brutal repression and imprisonment of India's leaders cannot still the cry for home rule. And in the midst of chaos, the English Laytons withdraw from a world they no longer know to seek solace in denial, drink, and madness.",483,"['Historical Fiction', 'Fiction', 'India', 'Historical', 'Classics', '20th Century', 'Literature']",140 follower,126 review,184,19 (1%),27 (1%),214 (13%),592 (35%),794 (48%)
"Good Morning, Midnight",Jean Rhys,3.88,"10,446 rating","January 1, 1939","“As sharp and lucent and alarming as a piece of broken crystal.”― Deborah Eisenberg, author of Your Duck Is My Duck The last of the four novels Jean Rhys wrote in interwar Paris, Good Morning, Midnight is the culmination of a searing literary arc, which established Rhys as an astute observer of human tragedy. Her everywoman heroine, Sasha, must confront the loves― and losses― of her past in this mesmerizing and formally daring psychological portrait.",208,"['Fiction', 'Classics', 'France', 'Novels', '20th Century', 'Literary Fiction', 'Womens', 'Fiction', 'Classics', 'France', 'Novels', '20th Century', 'Literary Fiction', 'Womens', 'Fiction', 'Classics', 'France', 'Novels', '20th Century', 'Literary Fiction', 'Womens']","1,253 follower","1,088 review",63,180 (1%),632 (6%),"2,569 (24%)","3,997 (38%)","3,068 (29%)"
A Bend in the River,V.S. Naipaul,3.77,"17,620 rating","September 20, 1979","'Brilliant and terrifying' - ""Observer"". I had to be the man who was doing well and more than well, the man whose drab shop concealed some bigger operation that made millions. I had to be the man who had planned it all, who had come to the destroyed town at the bend in the river because he had foreseen the rich future. 'Salim, the narrator, is a young man from an Indian family of traders long resident on the coast of Central Africa. Salim has left the coast to make his way in the interior, there to take on a small trading shop of this and that, sundries, sold to the natives. The place is 'a bend in the river'; it is Africa. The time is post-colonial, the time of Independence. The Europeans have withdrawn or been forced to withdraw and the scene is one of chaos, violent change, warring tribes, ignorance, isolation, poverty and a lack of preparation for the modern world they have entered, or partially assumed as a sort of decoration. It is a story of historical upheaval and social breakdown. Naipaul has fashioned a work of intense imaginative force. It is a haunting creation, rich with incident and human bafflement, played out in an immense detail of landscape rendered with a poignant brilliance' - Elizabeth Hardwick. 'Always a master of fictional landscape, Naipaul here shows, in his variety of human examples and in his search for underlying social causes, a Tolstoyan spirit' - John Updike.",336,"['Fiction', 'Africa', 'Classics', 'Literature', 'Historical Fiction', 'Novels', 'Nobel Prize']","1,617 follower","1,164 review",136,447 (2%),"1,353 (7%)","4,609 (26%)","6,659 (37%)","4,552 (25%)"
Who Moved My Cheese?,Spencer Johnson,3.86,"469,141 rating","January 1, 1999","""Who Moved My Cheese?"" is a simple parable that reveals profound truths. It is an amusing and enlightening story of four characters who live in a ""Maze"" and look for ""Cheese"" to nourish them and make them happy.Two are mice named Sniff and Scurry. And two are ""Littlepeople"" — beings the size of mice who look and act a lot like people. Their names are Hem and Haw.""Cheese"" is a metaphor for what you want to have in life — whether it's a good job, a loving relationship, money, a possession, health, or spiritual peace of mind.And the ""Maze"" is where you look for what you want — the organisation you work in or the family or community you live in.In the story, the characters are faced with unexpected change. Eventually, one of them deals with it successfully, and writes what he has learned from his experience on the Maze walls.When you come to see ""The Handwriting on the Wall,"" you can discover for yourself how to deal with change, so that you can enjoy less stress and more success (however you define it) in your work and in your life.Written for all ages, the story takes less than an hour to read, but its unique insights can last for a lifetime.",98,"['Nonfiction', 'Self Help', 'Business', 'Psychology', 'Leadership', 'Personal Development', 'Management', 'Nonfiction', 'Self Help', 'Business', 'Psychology', 'Leadership', 'Personal Development', 'Management', 'Nonfiction', 'Self Help', 'Business', 'Psychology', 'Leadership', 'Personal Development', 'Management']","2,024 follower","16,860 review",141,"19,053 (4%)","36,703 (7%)","102,974 (21%)","142,248 (30%)","168,163 (35%)"
Molloy,Samuel Beckett,4.04,"8,519 rating","January 1, 1951","Molloy, the first of the three masterpieces which constitute Samuel Beckett’s famous trilogy, appeared in French in 1951, followed seven months later by Malone Dies (Malone meurt), and two years later by The Unnamable (L’Innommable). Few works of contemporary literature have been so universally acclaimed as central to their time and to our understanding of the human experience.",241,"['Fiction', 'Classics', 'Irish Literature', 'Novels', 'Literature', 'Ireland', 'France', 'Fiction', 'Classics', 'Irish Literature', 'Novels', 'Literature', 'Ireland', 'France', 'Fiction', 'Classics', 'Irish Literature', 'Novels', 'Literature', 'Ireland', 'France']","5,806 follower",786 review,706,247 (2%),453 (5%),"1,441 (16%)","2,955 (34%)","3,423 (40%)"
The Flanders Panel,Arturo Pérez-Reverte,3.79,"24,354 rating","January 1, 1990","While restoring a 15th-century painting which depicts a chess game between the Duke of Flanders and his knight, Julia, a young art expert, discovers a hidden inscription in the corner: Quis Necavit Equitem. Translation: Who killed the knight? Breaking the silence of five centuries, Julia's hunt for a Renaissance murderer leads her into a modern-day game of sin, betrayal, and death.",295,"['Mystery', 'Fiction', 'Historical Fiction', 'Thriller', 'Crime', 'Art', 'Mystery Thriller', 'Mystery', 'Fiction', 'Historical Fiction', 'Thriller', 'Crime', 'Art', 'Mystery Thriller', 'Mystery', 'Fiction', 'Historical Fiction', 'Thriller', 'Crime', 'Art', 'Mystery Thriller']","5,278 follower","1,313 review",134,511 (2%),"1,814 (7%)","6,214 (25%)","9,546 (39%)","6,269 (25%)"
Lost in the Funhouse,John Barth,3.69,"6,236 rating","January 1, 1968","Barth's lively, highly original collection of short pieces is a major landmark of experimental fiction. Though many of the stories gathered here were published separately, there are several themes common to them all, giving them new meaning in the context of this collection.",205,"['Short Stories', 'Fiction', 'Literature', 'American', 'Classics', 'Literary Fiction', '20th Century']",675 follower,458 review,88,179 (2%),591 (9%),"1,750 (28%)","2,174 (34%)","1,542 (24%)"
The Rowan,Anne McCaffrey,4.05,"17,586 rating","January 1, 1990","Told in the timeless style of Anne McCaffrey, The Rowan is the first installment in a wonderful trilogy. This is sci-fi at its best: a contemporary love story as well as an engrossing view of our world in the future.The kinetically gifted, trained in mind/machine gestalt, are the most valued citizens of the Nine Star League. Using mental powers alone, these few Prime Talents transport ships, cargo and people between Earth's Moon, Mars' Demos and Jupiter's Callisto.An orphaned young girl, simply called The Rowan, is discovered to have superior telepathic potential and is trained to become Prime Talent on Callisto. After years of self-sacrificing dedication to her position, The Rowan intercepts an urgent mental call from Jeff Raven, a young Prime Talent on distant Deneb. She convinces the other Primes to merge their powers with hers to help fight off an attack by invading aliens. Her growing relationship with Jeff gives her the courage to break her status-imposed isolation, and choose the more rewarding world of love and family.",336,"['Science Fiction', 'Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Romance', 'Paranormal', 'Space Opera']","7,225 follower",512 review,568,157 (<1%),917 (5%),"3,720 (21%)","5,897 (33%)","6,895 (39%)"
Paula,Isabel Allende,4.19,"47,280 rating","January 1, 1994","Paula es el libro más conmovedor, más personal y más íntimo de Isabel Allende. Junto al lecho en que agonizaba su hija Paula, la gran narradora chilena escribió la historia de su familia y de sí misma con el propósito de regalársela a Paula cuando ésta superara el dramático trance. El resultado se convirtió en un autorretrato de insólita emotividad y en una exquisita recreación de la sensibilidad de las mujeres de nuestra época.",432,"['Nonfiction', 'Memoir', 'Biography', 'Spanish Literature', 'Biography Memoir', 'Magical Realism', 'Autobiography']",38.4k follower,"3,560 review",192,612 (1%),"1,760 (3%)","7,396 (15%)","15,756 (33%)","21,756 (46%)"
Red Harvest,Dashiell Hammett,3.95,"27,403 rating","February 1, 1929","When the last honest citizen of Poisonville was murdered, the Continental Op stayed on to punish the guilty—even if that meant taking on an entire town. The Op was in Personville, derogatory nickname aside, as the result of a letter to the Continental Detective Agency in San Francisco from Donald Willsson, publisher of the local paper, asking for an agent to visit. No other information. As soon as the OP arrives, the body count begins and it starts with his client! ""Red Harvest"" is more than a superb crime novel; it is a classic exploration of corruption and violence in America and one of the greats of 20th century literature.",215,"['Mystery', 'Fiction', 'Crime', 'Noir', 'Classics', 'Detective', 'Thriller']","2,406 follower","1,884 review",530,360 (1%),"1,359 (4%)","6,177 (22%)","10,802 (39%)","8,705 (31%)"
The Boxcar Children,Gertrude Chandler Warner,4.13,"133,198 rating","February 6, 1924","The Aldens begin their adventure by making a home in a boxcar. Their goal is to stay together, and in the process they find a grandfather.",160,"['Childrens', 'Fiction', 'Mystery', 'Classics', 'Middle Grade', 'Young Adult', 'Chapter Books', 'Childrens', 'Fiction', 'Mystery', 'Classics', 'Middle Grade', 'Young Adult', 'Chapter Books', 'Childrens', 'Fiction', 'Mystery', 'Classics', 'Middle Grade', 'Young Adult', 'Chapter Books']",693 follower,"4,157 review",443,"2,769 (2%)","5,833 (4%)","24,470 (18%)","38,611 (28%)","61,515 (46%)"
"South of the Border, West of the Sun",Haruki Murakami,3.86,"126,763 rating","October 5, 1992","Alternate cover edition here.Growing up in the suburbs of post-war Japan, it seemed to Hajime that everyone but him had brothers and sisters. His sole companion was Shimamoto, also an only child. Together they spent long afternoons listening to her father's record collection. But when his family moved away, the two lost touch. Now Hajime is in his thirties. After a decade of drifting he has found happiness with his loving wife and two daughters, and success running a jazz bar. Then Shimamoto reappears. She is beautiful, intense, enveloped in mystery. Hajime is catapulted into the past, putting at risk all he has in the present.",190,"['Fiction', 'Japan', 'Japanese Literature', 'Contemporary', 'Romance', 'Magical Realism', 'Novels', 'Fiction', 'Japan', 'Japanese Literature', 'Contemporary', 'Romance', 'Magical Realism', 'Novels', 'Fiction', 'Japan', 'Japanese Literature', 'Contemporary', 'Romance', 'Magical Realism', 'Novels']",117k follower,"9,142 review",412,"1,625 (1%)","7,043 (5%)","31,721 (25%)","52,949 (41%)","33,425 (26%)"
A Theory of Justice,John Rawls,3.96,"12,733 rating","January 1, 1971","Since it appeared in 1971, John Rawls's A Theory of Justice has become a classic. The author has now revised the original edition to clear up a number of difficulties he and others have found in the original book.Rawls aims to express an essential part of the common core of the democratic tradition - justice as fairness - and to provide an alternative to utilitarianism, which had dominated the Anglo-Saxon tradition of political thought since the nineteenth century. Rawls substitutes the ideal of the social contract as a more satisfactory account of the basic rights and liberties of citizens as free and equal persons. ""Each person,"" writes Rawls, ""possesses an inviolability founded on justice that even the welfare of society as a whole cannot override."" Advancing the ideas of Rousseau, Kant, Emerson, and Lincoln, Rawls's theory is as powerful today as it was when first published.",824,"['Philosophy', 'Politics', 'Nonfiction', 'Law', 'Political Science', 'Classics', 'Economics']",550 follower,324 review,54,327 (2%),751 (5%),"2,661 (20%)","4,419 (34%)","4,575 (35%)"
City of Golden Shadow,Tad Williams,3.93,"27,598 rating","December 5, 1996","Renie Sulaweyo, a teacher in the South Africa of tomorrow, realizes something is wrong on the network. Kids, including her brother Stephen, have logged into the net, and cannot escape. Clues point to a mysterious golden city called Otherland, but investigators all end up dead.",780,"['Fantasy', 'Science Fiction', 'Fiction', 'Cyberpunk', 'Science Fiction Fantasy', 'Adventure', 'Speculative Fiction']","6,948 follower","1,084 review",329,722 (2%),"1,763 (6%)","5,725 (20%)","10,010 (36%)","9,378 (33%)"
"Zen Mind, Beginner's Mind: Informal Talks on Zen Meditation and Practice",Shunryu Suzuki,4.21,"45,326 rating","June 1, 1970","“In the beginner’s mind there are many possibilities, but in the expert’s there are few.” So begins this most beloved of all American Zen books. Seldom has such a small handful of words provided a teaching as rich as has this famous opening line. In a single stroke, the simple sentence cuts through the pervasive tendency students have of getting so close to Zen as to completely miss what it’s all about. An instant teaching on the first page. And that’s just the beginning.In the forty years since its original publication, Zen Mind, Beginner’s Mind has become one of the great modern Zen classics, much beloved, much reread, and much recommended as the best first book to read on Zen. Suzuki Roshi presents the basics—from the details of posture and breathing in zazen to the perception of nonduality—in a way that is not only remarkably clear, but that also resonates with the joy of insight from the first to the last page. It’s a book to come back to time and time again as an inspiration to practice, and it is now available to a new generation of seekers in this fortieth anniversary edition, with a new afterword by Shunryu Suzuki’s biographer, David Chadwick.",138,"['Philosophy', 'Buddhism', 'Nonfiction', 'Spirituality', 'Zen', 'Religion', 'Self Help', 'Philosophy', 'Buddhism', 'Nonfiction', 'Spirituality', 'Zen', 'Religion', 'Self Help', 'Philosophy', 'Buddhism', 'Nonfiction', 'Spirituality', 'Zen', 'Religion', 'Self Help', 'Philosophy', 'Buddhism', 'Nonfiction', 'Spirituality', 'Zen', 'Religion', 'Self Help', 'Philosophy', 'Buddhism', 'Nonfiction', 'Spirituality', 'Zen', 'Religion', 'Self Help']",595 follower,"1,911 review",35,730 (1%),"1,589 (3%)","6,846 (15%)","14,310 (31%)","21,851 (48%)"
The Testament,John Grisham,3.90,"118,502 rating","February 2, 1999","In a plush Virginia office, a rich, angry old man is furiously rewriting his will. With his death just hours away, Troy Phelan wants to send a message to his children, his ex-wives, and his minions—a message that will touch off a vicious legal battle and transform dozens of lives. Because Troy Phelan’s new will names a sole surprise heir to his eleven-billion-dollar fortune: a mysterious woman named Rachel Lane, a missionary living deep in the jungles of Brazil.Enter the lawyers. Nate O’Riley is fresh out of rehab, a disgraced corporate attorney handpicked for his last job: to find Rachel Lane at any cost. As Phelan’s family circles like vultures in D.C., Nate goes crashing through the Brazilian jungle, entering a world where money means nothing, where death is just one misstep away, and where a woman—pursued by enemies and friends alike—holds a stunning surprise of her own.",533,"['Fiction', 'Thriller', 'Mystery', 'Legal Thriller', 'Suspense', 'Crime', 'Mystery Thriller']",80.4k follower,"3,733 review",712,"1,542 (1%)","6,245 (5%)","30,590 (25%)","44,126 (37%)","35,999 (30%)"
Sodom and Gomorrah,Marcel Proust,4.33,"8,358 rating","January 1, 1922","Sodom and Gomorrah – now in a superb translation by John Sturrock – takes up the theme of homosexual love, male and female, and dwells on how destructive sexual jealousy can be for those who suffer it. Proust's novel is also an unforgiving analysis of both the decadent high society of Paris, and the rise of a philistine bourgeoisie that is on the way to supplanting it. Characters who had lesser roles in earlier volumes now reappear in a different light and take center stage, notably Albertine, with whom the narrator believes he is in love, and also the insanely haughty Baron de Charlus.",557,"['Classics', 'Fiction', 'France', 'French Literature', 'Literature', 'Novels', '20th Century', 'Classics', 'Fiction', 'France', 'French Literature', 'Literature', 'Novels', '20th Century', 'Classics', 'Fiction', 'France', 'French Literature', 'Literature', 'Novels', '20th Century', 'Classics', 'Fiction', 'France', 'French Literature', 'Literature', 'Novels', '20th Century', 'Classics', 'Fiction', 'France', 'French Literature', 'Literature', 'Novels', '20th Century']","6,396 follower",766 review,"1,918",75 (<1%),230 (2%),"1,061 (12%)","2,511 (30%)","4,481 (53%)"
The Loved One,Evelyn Waugh,3.76,"12,401 rating","February 1, 1948","Following the death of a friend, British poet and pets' mortician Dennis Barlow finds himself entering the artificial Hollywood paradise of the Whispering Glades Memorial Park. Within its golden gates, death, American-style, is wrapped up and sold like a package holiday. There, Dennis enters the fragile and bizarre world of Aimée, the naïve Californian corpse beautician, and Mr Joyboy, the master of the embalmer's art...A dark and savage satire on the Anglo-American cultural divide, The Loved One depicts a world where love, reputation, and death cost a very great deal.This is an alternate cover edition: https://www.goodreads.com/book/show/3....",127,"['Fiction', 'Classics', 'Humor', 'Literature', 'British Literature', 'Novels', '20th Century']","2,490 follower","1,256 review",308,214 (1%),875 (7%),"3,508 (28%)","4,857 (39%)","2,947 (23%)"
