title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
Charlotte’s Web,E.B. White,4.20,"1,817,859 rating","October 15, 1952","This beloved book by E. B. White, author of Stuart Little and The Trumpet of the Swan, is a classic of children's literature that is ""just about perfect."" This high-quality paperback features vibrant illustrations colorized by Rosemary Wells!Some Pig. Humble. Radiant. These are the words in Charlotte's Web, high up in Zuckerman's barn. Charlotte's spiderweb tells of her feelings for a little pig named Wilbur, who simply wants a friend. They also express the love of a girl named Fern, who saved Wilbur's life when he was born the runt of his litter.E. B. White's Newbery Honor Book is a tender novel of friendship, love, life, and death that will continue to be enjoyed by generations to come. This edition contains newly color illustrations by Garth Williams, the acclaimed illustrator of E. B. White's Stuart Little and Laura Ingalls Wilder's Little House series, among many other books.",184,117,"2,788 follower","['Classics', 'Fiction', 'Childrens', 'Fantasy', 'Young Adult', 'Middle Grade', 'Animals', 'Classics', 'Fiction', 'Childrens', 'Fantasy', 'Young Adult', 'Middle Grade', 'Animals', 'Classics', 'Fiction', 'Childrens', 'Fantasy', 'Young Adult', 'Middle Grade', 'Animals', 'Classics', 'Fiction', 'Childrens', 'Fantasy', 'Young Adult', 'Middle Grade', 'Animals', 'Classics', 'Fiction', 'Childrens', 'Fantasy', 'Young Adult', 'Middle Grade', 'Animals']","23,574 review","886,391 (48%)","541,798 (29%)","288,513 (15%)","66,005 (3%)","35,152 (1%)"
Harry Potter and the Chamber of Secrets,J.K. Rowling,4.43,"3,886,475 rating","July 2, 1998","Ever since Harry Potter had come home for the summer, the Dursleys had been so mean and hideous that all Harry wanted was to get back to the Hogwarts School for Witchcraft and Wizardry. But just as he’s packing his bags, Harry receives a warning from a strange impish creature who says that if Harry returns to Hogwarts, disaster will strike.And strike it does. For in Harry’s second year at Hogwarts, fresh torments and horrors arise, including an outrageously stuck-up new professor and a spirit who haunts the girls’ bathroom. But then the real trouble begins – someone is turning Hogwarts students to stone. Could it be Draco Malfoy, a more poisonous rival than ever? Could it possibly be Hagrid, whose mysterious past is finally told? Or could it be the one everyone at Hogwarts most suspects… Harry Potter himself!",352,529,225k follower,"['Fantasy', 'Fiction', 'Young Adult', 'Magic', 'Childrens', 'Middle Grade', 'Audiobook', 'Fantasy', 'Fiction', 'Young Adult', 'Magic', 'Childrens', 'Middle Grade', 'Audiobook', 'Fantasy', 'Fiction', 'Young Adult', 'Magic', 'Childrens', 'Middle Grade', 'Audiobook']","78,632 review","2,305,223 (59%)","1,066,231 (27%)","419,937 (10%)","71,903 (1%)","23,181 (<1%)"
The Chronicles of Narnia,C.S. Lewis,4.27,"646,538 rating","January 1, 1956","Librarian note: An alternate cover for this edition can be found here: 2005.Journeys to the end of the world, fantastic creatures, and epic battles between good and evil—what more could any reader ask for in one book? The book that has it all is The Lion, the Witch and the Wardrobe, written in 1949 by Clive Staples Lewis. But Lewis did not stop there. Six more books followed, and together they became known as The Chronicles of Narnia.For the past fifty years, The Chronicles of Narnia have transcended the fantasy genre to become part of the canon of classic literature. Each of the seven books is a masterpiece, drawing the reader into a land where magic meets reality, and the result is a fictional world whose scope has fascinated generations.This edition presents all seven books—unabridged—in one impressive volume. The books are presented here in chronlogical order, each chapter graced with an illustration by the original artist, Pauline Baynes. Deceptively simple and direct, The Chronicles of Narnia continue to captivate fans with adventures, characters, and truths that speak to readers of all ages, even fifty years after they were first published.",767,"1,291",42.2k follower,"['Fantasy', 'Classics', 'Fiction', 'Young Adult', 'Childrens', 'Christian', 'Middle Grade', 'Fantasy', 'Classics', 'Fiction', 'Young Adult', 'Childrens', 'Christian', 'Middle Grade', 'Fantasy', 'Classics', 'Fiction', 'Young Adult', 'Childrens', 'Christian', 'Middle Grade']","12,467 review","324,142 (50%)","206,799 (31%)","90,637 (14%)","18,533 (2%)","6,427 (<1%)"
A Wrinkle in Time,Madeleine L'Engle,3.98,"1,196,203 rating","January 1, 1962","It was a dark and stormy night.Out of this wild night, a strange visitor comes to the Murry house and beckons Meg, her brother Charles Wallace, and their friend Calvin O'Keefe on a most dangerous and extraordinary adventure—one that will threaten their lives and our universe.Winner of the 1963 Newbery Medal, A Wrinkle in Time is the first book in Madeleine L'Engle's classic Time Quintet.",218,183,"8,605 follower","['Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Science Fiction', 'Childrens', 'Middle Grade']","39,379 review","476,302 (39%)","373,065 (31%)","234,028 (19%)","74,767 (6%)","38,041 (3%)"
The Old Man and the Sea,Ernest Hemingway,3.80,"1,137,228 rating","September 1, 1952","Librarian's note: An alternate cover edition can be found hereThis short novel, already a modern classic, is the superbly told, tragic story of a Cuban fisherman in the Gulf Stream and the giant Marlin he kills and loses—specifically referred to in the citation accompanying the author's Nobel Prize for literature in 1954.",96,"1,700",28.9k follower,"['Classics', 'Fiction', 'Literature', 'Novels', 'American', 'School', 'Adventure']","39,092 review","364,655 (32%)","371,455 (32%)","259,317 (22%)","93,297 (8%)","48,504 (4%)"
Ender’s Game,Orson Scott Card,4.31,"1,366,123 rating","January 15, 1985","Andrew ""Ender"" Wiggin thinks he is playing computer simulated war games; he is, in fact, engaged in something far more desperate. The result of genetic experimentation, Ender may be the military genius Earth desperately needs in a war against an alien enemy seeking to destroy all human life. The only way to find out is to throw Ender into ever harsher training, to chip away and find the diamond inside, or destroy him utterly. Ender Wiggin is six years old when it begins. He will grow up fast.But Ender is not the only result of the experiment. The war with the Buggers has been raging for a hundred years, and the quest for the perfect general has been underway almost as long. Ender's two older siblings, Peter and Valentine, are every bit as unusual as he is, but in very different ways. While Peter was too uncontrollably violent, Valentine very nearly lacks the capability for violence altogether. Neither was found suitable for the military's purpose. But they are driven by their jealousy of Ender, and by their inbred drive for power. Peter seeks to control the political process, to become a ruler. Valentine's abilities turn more toward the subtle control of the beliefs of commoner and elite alike, through powerfully convincing essays. Hiding their youth and identities behind the anonymity of the computer networks, these two begin working together to shape the destiny of Earth-an Earth that has no future at all if their brother Ender fails.",324,859,19.5k follower,"['Science Fiction', 'Fiction', 'Young Adult', 'Fantasy', 'Classics', 'Science Fiction Fantasy', 'Dystopia']","49,394 review","733,133 (53%)","409,127 (29%)","158,421 (11%)","42,054 (3%)","23,388 (1%)"
The Giving Tree,Shel Silverstein,4.38,"1,118,160 rating","January 1, 1964","""Once there was a tree...and she loved a little boy.""So begins a story of unforgettable perception, beautifully written and illustrated by the gifted and versatile Shel Silverstein.Every day the boy would come to the tree to eat her apples, swing from her branches, or slide down her trunk...and the tree was happy. But as the boy grew older he began to want more from the tree, and the tree gave and gave and gave.This is a tender story, touched with sadness, aglow with consolation. Shel Silverstein has created a moving parable for readers of all ages that offers an affecting interpretation of the gift of giving and a serene acceptance of another's capacity to love in return.",64,111,"9,769 follower","['Childrens', 'Classics', 'Fiction', 'Picture Books', 'Poetry', 'Young Adult', 'Fantasy']","22,020 review","697,316 (62%)","242,203 (21%)","113,997 (10%)","35,163 (3%)","29,481 (2%)"
The Return of the King,J.R.R. Tolkien,4.56,"894,434 rating","October 20, 1955","In the third volume of The Lord of the Rings trilogy the good and evil forces join battle, and we see that the triumph of good is not absolute. The Third Age of Middle-earth ends, and the age of the dominion of Men begins.",385,585,70.5k follower,"['Fantasy', 'Fiction', 'Adventure', 'Classics', 'High Fantasy', 'Science Fiction Fantasy', 'Epic Fantasy']","18,048 review","605,023 (67%)","209,043 (23%)","63,846 (7%)","11,926 (1%)","4,596 (<1%)"
The Two Towers,J.R.R. Tolkien,4.48,"958,099 rating","November 11, 1954","The Two Towers. Book Two in J.R.R. Tolkien's acclaimed trilogy, a masterpiece of high fantasy. Frodo and his Companions of the Ring have been beset by danger during their quest to prevent the Ruling Ring from falling into the hands of the Dark Lord by destroying it in the Cracks of Doom. They have lost the wizard, Gandalf, in a battle in the Mines of Moria. And Boromir, seduced by the power of the Ring, tried to seize it by force. While Frodo and Sam made their escape, the rest of the company was attacked by Orcs. Now they continue the journey alone down the great River Anduin -- alone, that is, save for the mysterious creeping figure that follows wherever they go.",322,585,70.5k follower,"['Fantasy', 'Fiction', 'Adventure', 'Classics', 'High Fantasy', 'Science Fiction Fantasy', 'Epic Fantasy', 'Fantasy', 'Fiction', 'Adventure', 'Classics', 'High Fantasy', 'Science Fiction Fantasy', 'Epic Fantasy', 'Fantasy', 'Fiction', 'Adventure', 'Classics', 'High Fantasy', 'Science Fiction Fantasy', 'Epic Fantasy', 'Fantasy', 'Fiction', 'Adventure', 'Classics', 'High Fantasy', 'Science Fiction Fantasy', 'Epic Fantasy', 'Fantasy', 'Fiction', 'Adventure', 'Classics', 'High Fantasy', 'Science Fiction Fantasy', 'Epic Fantasy']","18,954 review","593,035 (61%)","259,851 (27%)","84,393 (8%)","15,402 (1%)","5,418 (<1%)"
Night,Elie Wiesel,4.37,"1,235,433 rating","January 1, 1956","Born in the town of Sighet, Transylvania, Elie Wiesel was a teenager when he and his family were taken from their home in 1944 to Auschwitz concentration camp, and then to Buchenwald. Night is the terrifying record of Elie Wiesel's memories of the death of his family, the death of his own innocence, and his despair as a deeply observant Jew confronting the absolute evil of man. This new translation by his wife and most frequent translator, Marion Wiesel, corrects important details and presents the most accurate rendering in English of Elie Wiesel's testimony to what happened in the camps and of his unforgettable message that this horror must simply never be allowed to happen again.",115,227,"4,223 follower","['Nonfiction', 'Classics', 'History', 'Memoir', 'Holocaust', 'Biography', 'School', 'Nonfiction', 'Classics', 'History', 'Memoir', 'Holocaust', 'Biography', 'School', 'Nonfiction', 'Classics', 'History', 'Memoir', 'Holocaust', 'Biography', 'School', 'Nonfiction', 'Classics', 'History', 'Memoir', 'Holocaust', 'Biography', 'School', 'Nonfiction', 'Classics', 'History', 'Memoir', 'Holocaust', 'Biography', 'School']","37,490 review","690,703 (55%)","369,109 (29%)","133,091 (10%)","28,590 (2%)","13,940 (1%)"
A Tree Grows in Brooklyn,Betty  Smith,4.29,"462,487 rating","August 18, 1943","The beloved American classic about a young girl's coming-of-age at the turn of the century, Betty Smith's A Tree Grows in Brooklyn is a poignant and moving tale filled with compassion and cruelty, laughter and heartache, crowded with life and people and incident. The story of young, sensitive, and idealistic Francie Nolan and her bittersweet formative years in the slums of Williamsburg has enchanted and inspired millions of readers for more than sixty years. By turns overwhelming, sublime, heartbreaking, and uplifting, the daily experiences of the unforgettable Nolans are raw with honesty and tenderly threaded with family connectedness -- in a work of literary art that brilliantly captures a unique time and place as well as incredibly rich moments of universal experience.",496,24,"1,677 follower","['Classics', 'Fiction', 'Historical Fiction', 'Young Adult', 'Coming Of Age', 'Historical', 'New York']","26,815 review","235,187 (50%)","150,840 (32%)","58,709 (12%)","12,673 (2%)","5,078 (1%)"
The Bell Jar,Sylvia Plath,4.05,"943,698 rating","January 1, 1963","The Bell Jar chronicles the crack-up of Esther Greenwood: brilliant, beautiful, enormously talented, and successful, but slowly going under—maybe for the last time. Sylvia Plath masterfully draws the reader into Esther's breakdown with such intensity that Esther's insanity becomes completely real and even rational, as probable and accessible an experience as going to the movies. Such deep penetration into the dark and harrowing corners of the psyche is an extraordinary accomplishment and has made The Bell Jar a haunting American classic.",294,270,22.6k follower,"['Fiction', 'Feminism', 'Classics', 'Mental Health', 'Psychology', 'Literature', 'Literary Fiction']","54,378 review","356,926 (37%)","352,357 (37%)","176,406 (18%)","43,603 (4%)","14,406 (1%)"
Watership Down,Richard  Adams,4.08,"478,790 rating","November 1, 1972","Librarian's note: See alternate cover edition of ISBN13 9780380395866 here.Set in England's Downs, a once idyllic rural landscape, this stirring tale of adventure, courage and survival follows a band of very special creatures on their flight from the intrusion of man and the certain destruction of their home. Led by a stouthearted pair of friends, they journey forth from their native Sandleford Warren through the harrowing trials posed by predators and adversaries, to a mysterious promised land and a more perfect society.",478,114,"1,933 follower","['Classics', 'Fiction', 'Fantasy', 'Young Adult', 'Animals', 'Childrens', 'Adventure']","17,318 review","210,023 (43%)","152,625 (31%)","77,069 (16%)","23,573 (4%)","15,500 (3%)"
The Alchemist,Paulo Coelho,3.91,"3,021,880 rating","January 1, 1988","Combining magic, mysticism, wisdom, and wonder into an inspiring tale of self-discovery, The Alchemist has become a modern classic, selling millions of copies around the world and transforming the lives of countless readers across generations.Paulo Coelho's masterpiece tells the mystical story of Santiago, an Andalusian shepherd boy who yearns to travel in search of a worldly treasure. His quest will lead him to riches far different—and far more satisfying—than he ever imagined. Santiago's journey teaches us about the essential wisdom of listening to our hearts, recognizing opportunity and learning to read the omens strewn along life's path, and, most importantly, following our dreams.",182,303,133k follower,"['Fiction', 'Fantasy', 'Philosophy', 'Novels', 'Spirituality', 'Self Help', 'Classics']","118,998 review","1,189,369 (39%)","873,528 (28%)","587,112 (19%)","237,306 (7%)","134,565 (4%)"
Anne of Green Gables,L.M. Montgomery,4.31,"970,034 rating","January 1, 1908","This heartwarming story has beckoned generations of readers into the special world of Green Gables, an old-fashioned farm outside a town called Avonlea. Anne Shirley, an eleven-year-old orphan, has arrived in this verdant corner of Prince Edward Island only to discover that the Cuthberts—elderly Matthew and his stern sister, Marilla—want to adopt a boy, not a feisty redheaded girl. But before they can send her back, Anne—who simply must have more scope for her imagination and a real home—wins them over completely. A much-loved classic that explores all the vulnerability, expectations, and dreams of a child growing up, Anne of Green Gables is also a wonderful portrait of a time, a place, a family… and, most of all, love. WITH AN AFTERWORD BY JENNIFER LEE CARELL",320,"2,111",11.5k follower,"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Childrens', 'Middle Grade', 'Audiobook']","38,314 review","527,525 (54%)","274,332 (28%)","123,163 (12%)","30,025 (3%)","14,989 (1%)"
In Cold Blood,Truman Capote,4.09,"654,265 rating","January 1, 1959","On November 15, 1959, in the small town of Holcomb, Kansas, four members of the Clutter family were savagely murdered by blasts from a shotgun held a few inches from their faces. There was no apparent motive for the crime, and there were almost no clues. As Truman Capote reconstructs the murder and the investigation that led to the capture, trial, and execution of the killers, he generates both mesmerizing suspense and astonishing empathy. In Cold Blood is a work that transcends its moment, yielding poignant insights into the nature of American violence.",343,338,"6,348 follower","['Nonfiction', 'Classics', 'True Crime', 'Crime', 'Mystery', 'History', 'Thriller']","23,459 review","267,296 (40%)","235,245 (35%)","108,473 (16%)","27,545 (4%)","15,706 (2%)"
Green Eggs and Ham,Dr. Seuss,4.31,"770,132 rating","June 1, 1960","“Do you like green eggs and ham?” asks Sam-I-am in this Beginner Book by Dr. Seuss. In a house or with a mouse? In a boat or with a goat? On a train or in a tree? Sam keeps asking persistently. With unmistakable characters and signature rhymes, Dr. Seuss’s beloved favorite has cemented its place as a children’s classic. In this most famous of cumulative tales, the list of places to enjoy green eggs and ham, and friends to enjoy them with, gets longer and longer. Follow Sam-I-am as he insists that this unusual treat is indeed a delectable snack to be savored everywhere and in every way. Originally created by Dr. Seuss, Beginner Books encourage children to read all by themselves, with simple words and illustrations that give clues to their meaning.",64,848,17.6k follower,"['Childrens', 'Picture Books', 'Classics', 'Fiction', 'Poetry', 'Fantasy', 'Humor']","11,404 review","440,888 (57%)","184,389 (23%)","102,357 (13%)","26,645 (3%)","15,853 (2%)"
The Color Purple,Alice Walker,4.27,"677,868 rating","June 1, 1982","Read the original inspiration for the new, boldly reimagined film from producers Oprah Winfrey and Steven Spielberg, starring Taraji P. Henson, Danielle Brooks, and Fantasia Barrino.Winner of the Pulitzer Prize and the National Book AwardA powerful cultural touchstone of modern American literature, The Color Purple depicts the lives of African American women in early twentieth-century rural Georgia. Separated as girls, sisters Celie and Nettie sustain their loyalty to and hope in each other across time, distance and silence. Through a series of letters spanning twenty years, first from Celie to God, then the sisters to each other despite the unknown, the novel draws readers into its rich and memorable portrayals of Celie, Nettie, Shug Avery and Sofia and their experience. The Color Purple broke the silence around domestic and sexual abuse, narrating the lives of women through their pain and struggle, companionship and growth, resilience and bravery. Deeply compassionate and beautifully imagined, Alice Walker's epic carries readers on a spirit-affirming journey towards redemption and love.“Reading The Color Purple was the first time I had seen Southern, Black women’s literature as world literature. In writing us into the world—bravely, unapologetically, and honestly—Alice Walker has given us a gift we will never be able to repay.” —Tayari Jones“The Color Purple was what church should have been, what honest familial reckoning could have been, and it is still the only art object in the world by which all three generations of Black artists in my family judge American art.” —Kiese Laymon",304,267,"6,468 follower","['Fiction', 'Historical Fiction', 'Feminism', 'Classics', 'LGBT', 'Historical', 'Queer']","25,196 review","332,531 (49%)","229,277 (33%)","88,566 (13%)","19,285 (2%)","8,209 (1%)"
Atlas Shrugged,Ayn Rand,3.69,"388,974 rating","October 10, 1957","This is the story of a man who said that he would stop the motor of the world and did. Was he a destroyer or the greatest of liberators?Why did he have to fight his battle, not against his enemies, but against those who needed him most, and his hardest battle against the woman he loved? What is the world’s motor — and the motive power of every man? You will know the answer to these questions when you discover the reason behind the baffling events that play havoc with the lives of the characters in this story. Tremendous in its scope, this novel presents an astounding panorama of human life — from the productive genius who becomes a worthless playboy — to the great steel industrialist who does not know that he is working for his own destruction — to the philosopher who becomes a pirate — to the composer who gives up his career on the night of his triumph — to the woman who runs a transcontinental railroad — to the lowest track worker in her Terminal tunnels. You must be prepared, when you read this novel, to check every premise at the root of your convictions.This is a mystery story, not about the murder — and rebirth — of man’s spirit. It is a philosophical revolution, told in the form of an action thriller of violent events, a ruthlessly brilliant plot structure and an irresistible suspense. Do you say this is impossible? Well, that is the first of your premises to check.",1168,406,"9,365 follower","['Fiction', 'Classics', 'Philosophy', 'Politics', 'Literature', 'Science Fiction', 'Novels', 'Fiction', 'Classics', 'Philosophy', 'Politics', 'Literature', 'Science Fiction', 'Novels', 'Fiction', 'Classics', 'Philosophy', 'Politics', 'Literature', 'Science Fiction', 'Novels']","20,015 review","140,563 (36%)","102,752 (26%)","69,944 (17%)","35,961 (9%)","39,754 (10%)"
The Metamorphosis,Franz Kafka,3.86,"1,040,048 rating","October 1, 1915","Alternate cover edition of ISBN 0553213695 / 9780553213690""As Gregor Samsa awoke one morning from uneasy dreams he found himself transformed in his bed into a gigantic insect. He was laying on his hard, as it were armor-plated, back and when he lifted his head a little he could see his domelike brown belly divided into stiff arched segments on top of which the bed quilt could hardly keep in position and was about to slide off completely. His numerous legs, which were pitifully thin compared to the rest of his bulk, waved helplessly before his eyes."" With it's startling, bizarre, yet surprisingly funny first opening, Kafka begins his masterpiece, The Metamorphosis. It is the story of a young man who, transformed overnight into a giant beetle-like insect, becomes an object of disgrace to his family, an outsider in his own home, a quintessentially alienated man. A harrowing—though absurdly comic—meditation on human feelings of inadequacy, guilt, and isolation, The Metamorphosis has taken its place as one of the most widely read and influential works of twentieth-century fiction. As W.H. Auden wrote, ""Kafka is important to us because his predicament is the predicament of modern man.""",201,"2,759",29.1k follower,"['Classics', 'Fiction', 'Fantasy', 'Philosophy', 'Literature', 'Short Stories', 'School', 'Classics', 'Fiction', 'Fantasy', 'Philosophy', 'Literature', 'Short Stories', 'School', 'Classics', 'Fiction', 'Fantasy', 'Philosophy', 'Literature', 'Short Stories', 'School']","40,009 review","331,732 (31%)","369,834 (35%)","233,963 (22%)","71,963 (6%)","32,556 (3%)"
The Poisonwood Bible,Barbara Kingsolver,4.09,"740,090 rating","September 24, 1998","The Poisonwood Bible is a story told by the wife and four daughters of Nathan Price, a fierce, evangelical Baptist who takes his family and mission to the Belgian Congo in 1959. They carry with them everything they believe they will need from home, but soon find that all of it -- from garden seeds to Scripture -- is calamitously transformed on African soil. What follows is a suspenseful epic of one family's tragic undoing and remarkable reconstruction over the course of three decades in postcolonial Africa.",546,76,21.5k follower,"['Fiction', 'Historical Fiction', 'Africa', 'Classics', 'Literary Fiction', 'Historical', 'Literature']","27,283 review","333,953 (45%)","229,492 (31%)","113,407 (15%)","39,267 (5%)","23,971 (3%)"
Love in the Time of Cholera,Gabriel García Márquez,3.94,"501,338 rating","November 1, 1985","In their youth, Florentino Ariza and Fermina Daza fall passionately in love. When Fermina eventually chooses to marry a wealthy, well-born doctor, Florentino is heartbroken, but he is a romantic. As he rises in his business career he whiles away the years in 622 affairs—yet he reserves his heart for Fermina. Her husband dies at last, and Florentino purposefully attends the funeral. Fifty years, nine months, and four days after he first declared his love for Fermina, he will do so again.",348,820,36.1k follower,"['Fiction', 'Historical Fiction', 'Magical Realism', 'Literature', 'Novels', 'Classics', 'Spanish Literature', 'Fiction', 'Historical Fiction', 'Magical Realism', 'Literature', 'Novels', 'Classics', 'Spanish Literature', 'Fiction', 'Historical Fiction', 'Magical Realism', 'Literature', 'Novels', 'Classics', 'Spanish Literature', 'Fiction', 'Historical Fiction', 'Magical Realism', 'Literature', 'Novels', 'Classics', 'Spanish Literature', 'Fiction', 'Historical Fiction', 'Magical Realism', 'Literature', 'Novels', 'Classics', 'Spanish Literature']","27,078 review","182,786 (36%)","170,028 (33%)","97,804 (19%)","34,981 (6%)","15,739 (3%)"
The Secret Garden,Frances Hodgson Burnett,4.16,"1,160,514 rating","August 1, 1911","In a house full of sadness and secrets, can young, orphaned Mary find happiness?Mary Lennox, a spoiled, ill-tempered, and unhealthy child, comes to live with her reclusive uncle in Misselthwaite Manor on England’s Yorkshire moors after the death of her parents. There she meets a hearty housekeeper and her spirited brother, a dour gardener, a cheerful robin, and her wilful, hysterical, and sickly cousin, Master Colin, whose wails she hears echoing through the house at night.With the help of the robin, Mary finds the door to a secret garden, neglected and hidden for years. When she decides to restore the garden in secret, the story becomes a charming journey into the places of the heart, where faith restores health, flowers refresh the spirit, and the magic of the garden, coming to life anew, brings health to Colin and happiness to Mary.",331,"1,420","4,246 follower","['Classics', 'Fiction', 'Childrens', 'Young Adult', 'Historical Fiction', 'Middle Grade', 'Fantasy']","28,063 review","511,089 (44%)","393,031 (33%)","198,927 (17%)","41,591 (3%)","15,876 (1%)"
Siddhartha,Hermann Hesse,4.07,"764,995 rating","January 1, 1922","Herman Hesse's classic novel has delighted, inspired, and influenced generations of readers, writers, and thinkers. In this story of a wealthy Indian Brahmin who casts off a life of privilege to seek spiritual fulfillment. Hesse synthesizes disparate philosophies--Eastern religions, Jungian archetypes, Western individualism--into a unique vision of life as expressed through one man's search for true meaning.",152,"1,788",17k follower,"['Classics', 'Fiction', 'Philosophy', 'Spirituality', 'Religion', 'Literature', 'Buddhism', 'Classics', 'Fiction', 'Philosophy', 'Spirituality', 'Religion', 'Literature', 'Buddhism', 'Classics', 'Fiction', 'Philosophy', 'Spirituality', 'Religion', 'Literature', 'Buddhism', 'Classics', 'Fiction', 'Philosophy', 'Spirituality', 'Religion', 'Literature', 'Buddhism', 'Classics', 'Fiction', 'Philosophy', 'Spirituality', 'Religion', 'Literature', 'Buddhism']","26,703 review","318,770 (41%)","250,989 (32%)","138,751 (18%)","40,401 (5%)","16,084 (2%)"
The Complete Sherlock Holmes,Arthur Conan Doyle,4.50,"199,131 rating","January 1, 1930","A study in scarlet --The sign of four --Adventures of Sherlock Holmes : A scandal in Bohemia ; The red-headed league ; A case of identity ; The Boscombe Valley mystery ; The five orange pips ; The man with the twisted lip ; The adventure of the blue carbuncle ; The adventure of the speckled band ; The adventure of the engineer's thumb ; The adventure of the noble bachelor ; The adventure of the beryl coronet ; The adventure of the copper beeches --Memoirs of Sherlock Holmes : Silver blaze ; The yellow face ; The stock-broker's clerk ; The ""Gloria Scott"" ; The Musgrave ritual ; The Reigate puzzle ; The crooked man ; The resident patient ; The Greek interpreter ; The naval treaty ; The final problem --The return of Sherlock Holmes : The adventure of the empty house ; The adventure of the Norwood builder ; The adventure of the dancing men ; The adventure of the solitary cyclist ; The adventure of the priory school ; The adventure of Black Peter ; The adventure of Charles Augustus Milverton ; The adventure of the six Napoleons ; The adventure of the three students ; The adventure of the golden pince-nez ; The adventure of the missing three-quarter ; The adventure of the abbey grange ; The adventure of the second stain. Volume 2. Introduction / by Loren D. Estleman --The hound of the Baskervilles --The valley of fear --His last bow : The adventure of Wisteria Lodge : The singular experience of Mr. John Scott Eccles ; The tiger of San Pedro ; The adventure of the cardboard box ; The adventure of the red circle ; The adventure of the Bruce-Partington plans ; The adventure of the dying detective ; The disappearance of Lady Frances Carfax ; The adventure of the devil's foot ; His last bow --The case-book of Sherlock Holmes : The adventure of the illustrious client ; The adventure of the blanched soldier ; The adventure of the Mazarin stone ; The adventure of the three gables ; The adventure of the Sussex vampire ; The adventure of the three Garridebs ; The problem of Thor Bridge ; The adventure of the creeping man ; The adventure of the lion's mane ; The adventure of the veiled lodger ; The adventure of Shoscombe old place ; The adventure of the retired colourman.",1796,13.6k,22.4k follower,"['Classics', 'Mystery', 'Fiction', 'Crime', 'Short Stories', 'Detective', 'Audiobook']","4,878 review","123,706 (62%)","56,697 (28%)","15,186 (7%)","2,246 (1%)","1,296 (<1%)"
Rebecca,Daphne du Maurier,4.24,"623,045 rating","August 1, 1938","""Last night I dreamt I went to Manderley again...""Ancient, beautiful Manderley, between the rose garden and the sea, is the county's showpiece. Rebecca made it so - even a year after her death, Rebecca's influence still rules there. How can Maxim de Winter's shy new bride ever fill her place or escape her vital shadow?A shadow that grows longer and darker as the brief summer fades, until, in a moment of climatic revelations, it threatens to eclipse Manderley and its inhabitants completely...",449,324,"8,571 follower","['Fiction', 'Mystery', 'Gothic', 'Romance', 'Classics', 'Historical Fiction', 'Thriller']","39,577 review","297,247 (47%)","213,476 (34%)","85,847 (13%)","19,029 (3%)","7,446 (1%)"
The Stand,Stephen King,4.35,"755,324 rating","January 1, 1978","First came the days of the plague. Then came the dreams. Dark dreams that warned of the coming of the dark man. The apostate of death, his worn-down boot heels tramping the night roads. The warlord of the charnel house and Prince of Evil. His time is at hand. His empire grows in the west and the Apocalypse looms.For hundreds of thousands of fans who read The Stand in its original version and wanted more, this new edition is Stephen King's gift. And those who are listening to The Stand for the first time will discover a triumphant and eerily plausible work of the imagination that takes on the issues that will determine our survival.",1152,"2,519",841k follower,"['Horror', 'Fiction', 'Fantasy', 'Science Fiction', 'Post Apocalyptic', 'Thriller', 'Dystopia', 'Horror', 'Fiction', 'Fantasy', 'Science Fiction', 'Post Apocalyptic', 'Thriller', 'Dystopia', 'Horror', 'Fiction', 'Fantasy', 'Science Fiction', 'Post Apocalyptic', 'Thriller', 'Dystopia']","29,199 review","421,383 (55%)","215,431 (28%)","87,189 (11%)","21,678 (2%)","9,643 (1%)"
The Unbearable Lightness of Being,Milan Kundera,4.11,"464,400 rating","January 1, 1984","In The Unbearable Lightness of Being, Milan Kundera tells the story of a young woman in love with a man torn between his love for her and his incorrigible womanizing and one of his mistresses and her humbly faithful lover. This magnificent novel juxtaposes geographically distant places, brilliant and playful reflections, and a variety of styles, to take its place as perhaps the major achievement of one of the world’s truly great writers.",314,192,17.2k follower,"['Fiction', 'Philosophy', 'Literature', 'Novels', 'Czech Literature', 'Romance', 'Classics', 'Fiction', 'Philosophy', 'Literature', 'Novels', 'Czech Literature', 'Romance', 'Classics', 'Fiction', 'Philosophy', 'Literature', 'Novels', 'Czech Literature', 'Romance', 'Classics', 'Fiction', 'Philosophy', 'Literature', 'Novels', 'Czech Literature', 'Romance', 'Classics', 'Fiction', 'Philosophy', 'Literature', 'Novels', 'Czech Literature', 'Romance', 'Classics']","24,791 review","200,053 (43%)","156,699 (33%)","75,866 (16%)","23,086 (4%)","8,696 (1%)"
